contig_length	completeness	type	type2
10840	31.84	SdPs-S	SdPs
35719	20.72	SdPs-L	SdPs
46931	100	SdPs-L	SdPs
37355	100	SdPs-L	SdPs
10582	15.25	SdPs-S	SdPs
40894	100	SdPs-L	SdPs
42034	89.86	SdPs-L	SdPs
45024	100	SdPs-L	SdPs
35655	100	SdPs-L	SdPs
8139	20.73	SdPs-S	SdPs
46066	100	SdPs-L	SdPs
47141	100	SdPs-L	SdPs
22040	55.14	SdPs-S	SdPs
42034	89.86	SdPs-L	SdPs
44855	100	SdPs-L	SdPs
8139	20.73	SdPs-S	SdPs
44696	100	SdPs-L	SdPs
39088	99.54	SdPs-L	SdPs
40065	99.25	SdPs-L	SdPs
30859	100	SdPs-L	SdPs
41031	100	SdPs-L	SdPs
45475	100	SdPs-L	SdPs
44640	94.9	SdPs-L	SdPs
48883	96.22	SdPs-L	SdPs
34527	98.1	SdPs-L	SdPs
56650	100	SdPs-L	SdPs
38422	100	SdPs-L	SdPs
47972	100	SdPs-L	SdPs
46263	92.7	SdPs-L	SdPs
14594	100	SdPs-S	SdPs
58085	99.71	SdPs-L	SdPs
39787	100	SdPs-L	SdPs
11414	24.63	SdPs-S	SdPs
19804	48.42	SdPs-S	SdPs
42034	89.86	SdPs-L	SdPs
45024	100	SdPs-L	SdPs
35655	100	SdPs-L	SdPs
8139	20.73	SdPs-S	SdPs
46066	100	SdPs-L	SdPs
13323	60.2	SdPs-S	SdPs
60492	100	SdPs-L	SdPs
11498	100	SdPs-S	SdPs
41536	100	SdPs-L	SdPs
47005	100	SdPs-L	SdPs
48239	100	SdPs-L	SdPs
47331	100	SdPs-L	SdPs
47141	100	SdPs-L	SdPs
22040	55.14	SdPs-S	SdPs
39311	100	SdPs-L	SdPs
45016	96.79	SdPs-L	SdPs
14191	19.89	SdPs-S	SdPs
21223	57.23	SdPs-S	SdPs
49430	100	SdPs-L	SdPs
60282	100	SdPs-L	SdPs
49226	94.86	SdPs-L	SdPs
32980	93.72	SdPs-L	SdPs
37364	100	SdPs-L	SdPs
22611	47.73	SdPs-S	SdPs
41719	100	SdPs-L	SdPs
38885	96.34	SdPs-L	SdPs
32915	100	SdPs-L	SdPs
42034	89.86	SdPs-L	SdPs
44855	100	SdPs-L	SdPs
8139	20.73	SdPs-S	SdPs
42034	89.86	SdPs-L	SdPs
35655	100	SdPs-L	SdPs
8139	20.73	SdPs-S	SdPs
23865	50.15	SdPs-S	SdPs
42929	100	SdPs-L	SdPs
13358	38.22	SdPs-S	SdPs
30019	66.77	SdPs-L	SdPs
16175	36.2	SdPs-S	SdPs
47258	100	SdPs-L	SdPs
40046	100	SdPs-L	SdPs
39457	90.66	SdPs-L	SdPs
55983	100	SdPs-L	SdPs
40789	98.97	SdPs-L	SdPs
45374	84.57	SdPs-L	SdPs
49453	95.32	SdPs-L	SdPs
40720	100	SdPs-L	SdPs
37162	100	SdPs-L	SdPs
49450	100	SdPs-L	SdPs
40099	100	SdPs-L	SdPs
37954	82.87	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
20626	55.62	SdPs-S	SdPs
41798	99.71	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
17079	37.2	SdPs-S	SdPs
43299	100	SdPs-L	SdPs
47482	100	SdPs-L	SdPs
13772	9.28	SdPs-S	SdPs
39505	43.56	SdPs-L	SdPs
33915	91.83	SdPs-L	SdPs
48522	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
17079	37.2	SdPs-S	SdPs
43299	100	SdPs-L	SdPs
8158	20.78	SdPs-S	SdPs
40098	100	SdPs-L	SdPs
49461	100	SdPs-L	SdPs
37954	82.87	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
20626	55.62	SdPs-S	SdPs
31168	95.81	SdPs-L	SdPs
14682	55.9	SdPs-S	SdPs
42262	100	SdPs-L	SdPs
44924	100	SdPs-L	SdPs
75344	100	SdPs-L	SdPs
40922	100	SdPs-L	SdPs
43380	96.36	SdPs-L	SdPs
23697	53.61	SdPs-S	SdPs
53738	99.74	SdPs-L	SdPs
44544	100	SdPs-L	SdPs
39721	100	SdPs-L	SdPs
35558	95.3	SdPs-L	SdPs
74144	100	SdPs-L	SdPs
27904	62.24	SdPs-S	SdPs
14502	28.62	SdPs-S	SdPs
12141	37.44	SdPs-S	SdPs
49453	95.32	SdPs-L	SdPs
40720	100	SdPs-L	SdPs
37162	100	SdPs-L	SdPs
49461	100	SdPs-L	SdPs
40099	100	SdPs-L	SdPs
37951	80.74	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
20626	55.62	SdPs-S	SdPs
54780	100	SdPs-L	SdPs
32074	100	SdPs-L	SdPs
49441	100	SdPs-L	SdPs
40099	100	SdPs-L	SdPs
37946	82.52	SdPs-L	SdPs
14191	19.89	SdPs-S	SdPs
17528	43.77	SdPs-S	SdPs
42084	100	SdPs-L	SdPs
20626	55.62	SdPs-S	SdPs
17717	56.15	SdPs-S	SdPs
41798	99.71	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
17079	37.2	SdPs-S	SdPs
43299	100	SdPs-L	SdPs
41797	98.84	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
17079	37.2	SdPs-S	SdPs
43297	100	SdPs-L	SdPs
20085	42.81	SdPs-S	SdPs
33383	100	SdPs-L	SdPs
51638	90.58	SdPs-L	SdPs
44837	99.34	SdPs-L	SdPs
20004	46.42	SdPs-S	SdPs
40492	96.57	SdPs-L	SdPs
45617	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
40629	100	SdPs-L	SdPs
43148	100	SdPs-L	SdPs
56944	100	SdPs-L	SdPs
59905	100	SdPs-L	SdPs
41798	99.71	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
17079	37.2	SdPs-S	SdPs
43299	100	SdPs-L	SdPs
41044	82.69	SdPs-L	SdPs
46201	100	SdPs-L	SdPs
48083	88.66	SdPs-L	SdPs
41798	99.71	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
17079	37.2	SdPs-S	SdPs
43299	100	SdPs-L	SdPs
40610	100	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
45617	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
40629	100	SdPs-L	SdPs
43148	100	SdPs-L	SdPs
56944	100	SdPs-L	SdPs
31151	66.47	SdPs-L	SdPs
43592	100	SdPs-L	SdPs
56130	100	SdPs-L	SdPs
52116	100	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
46817	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
40629	100	SdPs-L	SdPs
41238	100	SdPs-L	SdPs
56944	100	SdPs-L	SdPs
49448	100	SdPs-L	SdPs
40099	100	SdPs-L	SdPs
37953	80.26	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
20626	55.62	SdPs-S	SdPs
48522	100	SdPs-L	SdPs
40099	100	SdPs-L	SdPs
37954	82.87	SdPs-L	SdPs
14078	19.74	SdPs-S	SdPs
20626	55.62	SdPs-S	SdPs
48522	100	SdPs-L	SdPs
49450	100	SdPs-L	SdPs
40099	100	SdPs-L	SdPs
37954	82.87	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
20626	55.62	SdPs-S	SdPs
42047	80.68	SdPs-L	SdPs
11296	24.85	SdPs-S	SdPs
48083	88.66	SdPs-L	SdPs
49438	100	SdPs-L	SdPs
40099	100	SdPs-L	SdPs
37954	82.87	SdPs-L	SdPs
14191	19.89	SdPs-S	SdPs
20626	55.62	SdPs-S	SdPs
49051	93.75	SdPs-L	SdPs
43623	90.55	SdPs-L	SdPs
30553	87.57	SdPs-L	SdPs
44369	100	SdPs-L	SdPs
57305	100	SdPs-L	SdPs
41798	99.71	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
17079	37.2	SdPs-S	SdPs
43299	100	SdPs-L	SdPs
42401	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
56398	100	SdPs-L	SdPs
47679	100	SdPs-L	SdPs
41792	99.7	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
17079	37.2	SdPs-S	SdPs
44491	100	SdPs-L	SdPs
34093	100	SdPs-L	SdPs
35370	100	SdPs-L	SdPs
11249	25.58	SdPs-S	SdPs
43095	100	SdPs-L	SdPs
39972	99.08	SdPs-L	SdPs
15895	48.99	SdPs-S	SdPs
41798	99.71	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
17079	37.2	SdPs-S	SdPs
43299	100	SdPs-L	SdPs
37502	100	SdPs-L	SdPs
52922	100	SdPs-L	SdPs
43539	83.94	SdPs-L	SdPs
36855	98.73	SdPs-L	SdPs
41798	99.71	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
17079	37.2	SdPs-S	SdPs
44499	100	SdPs-L	SdPs
32103	100	SdPs-L	SdPs
49450	100	SdPs-L	SdPs
40099	100	SdPs-L	SdPs
37954	83.15	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
40659	100	SdPs-L	SdPs
20626	55.62	SdPs-S	SdPs
39291	100	SdPs-L	SdPs
29592	44.79	SdPs-S	SdPs
56795	100	SdPs-L	SdPs
43179	100	SdPs-L	SdPs
35291	100	SdPs-L	SdPs
31518	89.34	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
42019	100	SdPs-L	SdPs
56750	100	SdPs-L	SdPs
48848	100	SdPs-L	SdPs
45817	97.31	SdPs-L	SdPs
48295	100	SdPs-L	SdPs
16483	29.78	SdPs-S	SdPs
34344	100	SdPs-L	SdPs
45442	100	SdPs-L	SdPs
42239	100	SdPs-L	SdPs
14997	46.37	SdPs-S	SdPs
52307	100	SdPs-L	SdPs
41599	100	SdPs-L	SdPs
52323	87.69	SdPs-L	SdPs
51556	100	SdPs-L	SdPs
46389	93.56	SdPs-L	SdPs
53808	98.16	SdPs-L	SdPs
23548	38.06	SdPs-S	SdPs
51587	100	SdPs-L	SdPs
55254	100	SdPs-L	SdPs
56241	100	SdPs-L	SdPs
37045	100	SdPs-L	SdPs
49519	91.79	SdPs-L	SdPs
42438	100	SdPs-L	SdPs
43996	100	SdPs-L	SdPs
44855	100	SdPs-L	SdPs
8139	20.73	SdPs-S	SdPs
54280	100	SdPs-L	SdPs
36587	93.36	SdPs-L	SdPs
41405	100	SdPs-L	SdPs
39838	100	SdPs-L	SdPs
42454	100	SdPs-L	SdPs
39427	94.45	SdPs-L	SdPs
44172	94.47	SdPs-L	SdPs
53622	93.7	SdPs-L	SdPs
54859	100	SdPs-L	SdPs
32074	100	SdPs-L	SdPs
49426	100	SdPs-L	SdPs
37954	83.17	SdPs-L	SdPs
40659	100	SdPs-L	SdPs
20626	55.62	SdPs-S	SdPs
66264	100	SdPs-L	SdPs
40572	100	SdPs-L	SdPs
42008	100	SdPs-L	SdPs
23000	45.77	SdPs-S	SdPs
26779	82.64	SdPs-S	SdPs
42402	100	SdPs-L	SdPs
39429	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
47679	100	SdPs-L	SdPs
55619	100	SdPs-L	SdPs
47044	100	SdPs-L	SdPs
31610	100	SdPs-L	SdPs
40070	100	SdPs-L	SdPs
21970	45.75	SdPs-S	SdPs
11254	24.14	SdPs-S	SdPs
41559	99.13	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
31023	88.75	SdPs-L	SdPs
42538	100	SdPs-L	SdPs
17567	31.71	SdPs-S	SdPs
32818	97.35	SdPs-L	SdPs
19433	38.45	SdPs-S	SdPs
45187	98.55	SdPs-L	SdPs
42256	100	SdPs-L	SdPs
48026	100	SdPs-L	SdPs
61122	100	SdPs-L	SdPs
53622	93.7	SdPs-L	SdPs
34752	100	SdPs-L	SdPs
54175	98.27	SdPs-L	SdPs
17518	13.67	SdPs-S	SdPs
38034	100	SdPs-L	SdPs
37786	100	SdPs-L	SdPs
41479	100	SdPs-L	SdPs
41598	100	SdPs-L	SdPs
61085	100	SdPs-L	SdPs
41746	100	SdPs-L	SdPs
31724	100	SdPs-L	SdPs
43968	100	SdPs-L	SdPs
32693	100	SdPs-L	SdPs
36268	100	SdPs-L	SdPs
31068	100	SdPs-L	SdPs
41067	100	SdPs-L	SdPs
16058	34.11	SdPs-S	SdPs
20652	55.69	SdPs-S	SdPs
49713	100	SdPs-L	SdPs
39865	96.2	SdPs-L	SdPs
36539	100	SdPs-L	SdPs
40476	100	SdPs-L	SdPs
18602	42.16	SdPs-S	SdPs
32074	100	SdPs-L	SdPs
49438	100	SdPs-L	SdPs
40099	100	SdPs-L	SdPs
37954	82.87	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
40659	100	SdPs-L	SdPs
20626	55.62	SdPs-S	SdPs
22716	53.77	SdPs-S	SdPs
49899	97.92	SdPs-L	SdPs
52632	97.42	SdPs-L	SdPs
11468	100	SdPs-S	SdPs
40289	87.39	SdPs-L	SdPs
36322	100	SdPs-L	SdPs
40328	100	SdPs-L	SdPs
49376	100	SdPs-L	SdPs
51605	100	SdPs-L	SdPs
41797	99.71	SdPs-L	SdPs
36614	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
17319	34.28	SdPs-S	SdPs
39639	98.55	SdPs-L	SdPs
51361	100	SdPs-L	SdPs
56222	100	SdPs-L	SdPs
32074	100	SdPs-L	SdPs
49438	100	SdPs-L	SdPs
40099	100	SdPs-L	SdPs
37954	82.85	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
20626	55.62	SdPs-S	SdPs
40098	100	SdPs-L	SdPs
49438	100	SdPs-L	SdPs
40659	100	SdPs-L	SdPs
39574	100	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
20659	55.71	SdPs-S	SdPs
54604	100	SdPs-L	SdPs
16323	29.66	SdPs-S	SdPs
54486	100	SdPs-L	SdPs
42463	100	SdPs-L	SdPs
65334	100	SdPs-L	SdPs
39031	54.88	SdPs-L	SdPs
54174	98.26	SdPs-L	SdPs
41798	99.71	SdPs-L	SdPs
36614	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
17319	34.28	SdPs-S	SdPs
39639	98.55	SdPs-L	SdPs
50260	100	SdPs-L	SdPs
31068	100	SdPs-L	SdPs
40986	100	SdPs-L	SdPs
16058	34.11	SdPs-S	SdPs
20652	55.69	SdPs-S	SdPs
58063	100	SdPs-L	SdPs
32074	100	SdPs-L	SdPs
49438	100	SdPs-L	SdPs
40099	100	SdPs-L	SdPs
37953	82.84	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
40658	100	SdPs-L	SdPs
20626	55.62	SdPs-S	SdPs
40492	96.57	SdPs-L	SdPs
39429	100	SdPs-L	SdPs
49003	100	SdPs-L	SdPs
47314	100	SdPs-L	SdPs
39865	96.2	SdPs-L	SdPs
37487	100	SdPs-L	SdPs
22132	47.3	SdPs-S	SdPs
40476	100	SdPs-L	SdPs
52338	97.23	SdPs-L	SdPs
53466	100	SdPs-L	SdPs
46593	100	SdPs-L	SdPs
58049	100	SdPs-L	SdPs
34857	98.57	SdPs-L	SdPs
39026	100	SdPs-L	SdPs
47314	100	SdPs-L	SdPs
39865	96.2	SdPs-L	SdPs
22132	47.3	SdPs-S	SdPs
40476	100	SdPs-L	SdPs
37274	100	SdPs-L	SdPs
41062	100	SdPs-L	SdPs
49061	100	SdPs-L	SdPs
54486	100	SdPs-L	SdPs
42463	100	SdPs-L	SdPs
65334	100	SdPs-L	SdPs
39031	54.88	SdPs-L	SdPs
41620	100	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
48316	100	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
47679	100	SdPs-L	SdPs
55618	100	SdPs-L	SdPs
40953	100	SdPs-L	SdPs
52608	100	SdPs-L	SdPs
90955	100	SdPs-L	SdPs
39361	100	SdPs-L	SdPs
34961	87.91	SdPs-L	SdPs
41715	100	SdPs-L	SdPs
53601	100	SdPs-L	SdPs
47705	100	SdPs-L	SdPs
91036	100	SdPs-L	SdPs
47241	100	SdPs-L	SdPs
35330	100	SdPs-L	SdPs
16565	38.6	SdPs-S	SdPs
41676	100	SdPs-L	SdPs
40664	100	SdPs-L	SdPs
31068	100	SdPs-L	SdPs
41012	100	SdPs-L	SdPs
16058	34.11	SdPs-S	SdPs
44360	94.9	SdPs-L	SdPs
20651	55.68	SdPs-S	SdPs
43083	99.58	SdPs-L	SdPs
41395	92.93	SdPs-L	SdPs
39442	86.81	SdPs-L	SdPs
41020	100	SdPs-L	SdPs
41910	100	SdPs-L	SdPs
69098	100	SdPs-L	SdPs
41062	100	SdPs-L	SdPs
49061	100	SdPs-L	SdPs
49454	100	SdPs-L	SdPs
39865	96.2	SdPs-L	SdPs
18401	40.18	SdPs-S	SdPs
35339	100	SdPs-L	SdPs
40476	100	SdPs-L	SdPs
39647	100	SdPs-L	SdPs
41559	100	SdPs-L	SdPs
33923	96.45	SdPs-L	SdPs
40756	99.63	SdPs-L	SdPs
34828	100	SdPs-L	SdPs
46957	100	SdPs-L	SdPs
39204	100	SdPs-L	SdPs
36731	100	SdPs-L	SdPs
45036	100	SdPs-L	SdPs
18326	52.51	SdPs-S	SdPs
42745	100	SdPs-L	SdPs
32333	100	SdPs-L	SdPs
51664	100	SdPs-L	SdPs
31341	100	SdPs-L	SdPs
45629	100	SdPs-L	SdPs
17789	38.59	SdPs-S	SdPs
39865	96.2	SdPs-L	SdPs
40476	100	SdPs-L	SdPs
43738	100	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
47679	100	SdPs-L	SdPs
42402	100	SdPs-L	SdPs
36614	100	SdPs-L	SdPs
30318	85.53	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
44794	100	SdPs-L	SdPs
39490	97.39	SdPs-L	SdPs
56078	100	SdPs-L	SdPs
35329	100	SdPs-L	SdPs
40286	100	SdPs-L	SdPs
16839	100	SdPs-S	SdPs
42036	100	SdPs-L	SdPs
31285	100	SdPs-L	SdPs
30776	96.41	SdPs-L	SdPs
48001	100	SdPs-L	SdPs
10698	24.69	SdPs-S	SdPs
47614	100	SdPs-L	SdPs
45920	99.82	SdPs-L	SdPs
17002	35.72	SdPs-S	SdPs
55038	99.95	SdPs-L	SdPs
47747	100	SdPs-L	SdPs
43520	100	SdPs-L	SdPs
45680	99.13	SdPs-L	SdPs
38157	98.76	SdPs-L	SdPs
26414	23.74	SdPs-S	SdPs
21671	44.79	SdPs-S	SdPs
41891	100	SdPs-L	SdPs
18267	51.93	SdPs-S	SdPs
36497	79.65	SdPs-L	SdPs
40468	62.61	SdPs-L	SdPs
49551	100	SdPs-L	SdPs
50082	100	SdPs-L	SdPs
38804	95.78	SdPs-L	SdPs
45308	100	SdPs-L	SdPs
31347	41.67	SdPs-L	SdPs
42205	100	SdPs-L	SdPs
46698	100	SdPs-L	SdPs
40709	100	SdPs-L	SdPs
14558	27.84	SdPs-S	SdPs
46353	100	SdPs-L	SdPs
44673	100	SdPs-L	SdPs
45992	98.41	SdPs-L	SdPs
45487	97.92	SdPs-L	SdPs
44190	100	SdPs-L	SdPs
45309	92.78	SdPs-L	SdPs
45014	100	SdPs-L	SdPs
54510	100	SdPs-L	SdPs
39191	97.02	SdPs-L	SdPs
19186	54.96	SdPs-S	SdPs
26189	54.7	SdPs-S	SdPs
48887	96.23	SdPs-L	SdPs
13818	31.29	SdPs-S	SdPs
20085	42.81	SdPs-S	SdPs
46079	100	SdPs-L	SdPs
42983	100	SdPs-L	SdPs
7770	9.91	SdPs-S	SdPs
65642	100	SdPs-L	SdPs
20318	56.82	SdPs-S	SdPs
45684	100	SdPs-L	SdPs
17789	38.59	SdPs-S	SdPs
39865	96.2	SdPs-L	SdPs
40476	100	SdPs-L	SdPs
58596	100	SdPs-L	SdPs
39149	100	SdPs-L	SdPs
40389	99.63	SdPs-L	SdPs
45680	99.13	SdPs-L	SdPs
39191	97.02	SdPs-L	SdPs
19186	54.96	SdPs-S	SdPs
26189	54.7	SdPs-S	SdPs
39191	97.02	SdPs-L	SdPs
19186	54.96	SdPs-S	SdPs
26189	54.7	SdPs-S	SdPs
30238	100	SdPs-L	SdPs
52631	100	SdPs-L	SdPs
30572	100	SdPs-L	SdPs
18928	40.49	SdPs-S	SdPs
20633	55.64	SdPs-S	SdPs
43116	100	SdPs-L	SdPs
52899	96.11	SdPs-L	SdPs
34083	100	SdPs-L	SdPs
49007	100	SdPs-L	SdPs
18347	49.47	SdPs-S	SdPs
29539	83.95	SdPs-S	SdPs
44328	100	SdPs-L	SdPs
49951	100	SdPs-L	SdPs
43494	100	SdPs-L	SdPs
55234	100	SdPs-L	SdPs
13774	7.73	SdPs-S	SdPs
11883	28.81	SdPs-S	SdPs
40364	100	SdPs-L	SdPs
37214	75.03	SdPs-L	SdPs
41180	100	SdPs-L	SdPs
39286	100	SdPs-L	SdPs
53739	100	SdPs-L	SdPs
48374	99.83	SdPs-L	SdPs
45680	99.13	SdPs-L	SdPs
45680	99.13	SdPs-L	SdPs
45680	99.13	SdPs-L	SdPs
33175	100	SdPs-L	SdPs
59514	100	SdPs-L	SdPs
49155	100	SdPs-L	SdPs
41043	90.92	SdPs-L	SdPs
54886	91.64	SdPs-L	SdPs
40276	99.17	SdPs-L	SdPs
54091	94.55	SdPs-L	SdPs
49989	100	SdPs-L	SdPs
35143	100	SdPs-L	SdPs
39188	100	SdPs-L	SdPs
45535	98.78	SdPs-L	SdPs
33074	100	SdPs-L	SdPs
40254	93.85	SdPs-L	SdPs
44190	100	SdPs-L	SdPs
45309	92.78	SdPs-L	SdPs
44885	100	SdPs-L	SdPs
54955	100	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
47679	100	SdPs-L	SdPs
53709	100	SdPs-L	SdPs
39525	100	SdPs-L	SdPs
36945	100	SdPs-L	SdPs
32416	100	SdPs-L	SdPs
33570	100	SdPs-L	SdPs
44550	96.35	SdPs-L	SdPs
55266	100	SdPs-L	SdPs
57510	87.78	SdPs-L	SdPs
18005	31.41	SdPs-S	SdPs
36277	97.8	SdPs-L	SdPs
34089	100	SdPs-L	SdPs
17272	35.24	SdPs-S	SdPs
36731	100	SdPs-L	SdPs
49613	100	SdPs-L	SdPs
29751	100	SdPs-S	SdPs
41700	91.43	SdPs-L	SdPs
45737	99.07	SdPs-L	SdPs
41101	100	SdPs-L	SdPs
18388	49.58	SdPs-S	SdPs
41696	100	SdPs-L	SdPs
41163	100	SdPs-L	SdPs
50311	97.39	SdPs-L	SdPs
36945	100	SdPs-L	SdPs
40530	100	SdPs-L	SdPs
36945	100	SdPs-L	SdPs
40321	99.33	SdPs-L	SdPs
56540	100	SdPs-L	SdPs
45434	92.52	SdPs-L	SdPs
49728	100	SdPs-L	SdPs
46941	100	SdPs-L	SdPs
54039	69.37	SdPs-L	SdPs
49355	100	SdPs-L	SdPs
54799	98.51	SdPs-L	SdPs
41866	100	SdPs-L	SdPs
30239	91.1	SdPs-L	SdPs
19172	41.65	SdPs-S	SdPs
48111	100	SdPs-L	SdPs
53993	100	SdPs-L	SdPs
48734	100	SdPs-L	SdPs
44530	91.71	SdPs-L	SdPs
38898	100	SdPs-L	SdPs
39560	99.43	SdPs-L	SdPs
14129	9.52	SdPs-S	SdPs
49362	100	SdPs-L	SdPs
10913	23.14	SdPs-S	SdPs
44393	94.9	SdPs-L	SdPs
32540	100	SdPs-L	SdPs
41915	93.37	SdPs-L	SdPs
39983	100	SdPs-L	SdPs
33624	100	SdPs-L	SdPs
47995	100	SdPs-L	SdPs
36399	100	SdPs-L	SdPs
50400	100	SdPs-L	SdPs
11930	100	SdPs-S	SdPs
39078	99.84	SdPs-L	SdPs
39429	100	SdPs-L	SdPs
33270	100	SdPs-L	SdPs
41904	100	SdPs-L	SdPs
44562	51.62	SdPs-L	SdPs
48581	100	SdPs-L	SdPs
34314	100	SdPs-L	SdPs
31068	100	SdPs-L	SdPs
41013	100	SdPs-L	SdPs
16058	34.11	SdPs-S	SdPs
20652	55.69	SdPs-S	SdPs
41747	100	SdPs-L	SdPs
53922	97.89	SdPs-L	SdPs
44201	95.39	SdPs-L	SdPs
39014	100	SdPs-L	SdPs
37049	99.25	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
39919	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
54379	100	SdPs-L	SdPs
39715	98.4	SdPs-L	SdPs
35069	94.53	SdPs-L	SdPs
30731	90.19	SdPs-L	SdPs
41809	100	SdPs-L	SdPs
42913	100	SdPs-L	SdPs
37698	94.79	SdPs-L	SdPs
29572	100	SdPs-S	SdPs
40098	100	SdPs-L	SdPs
49444	100	SdPs-L	SdPs
40659	100	SdPs-L	SdPs
39574	100	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
20659	55.71	SdPs-S	SdPs
38183	97.65	SdPs-L	SdPs
14129	9.52	SdPs-S	SdPs
50250	100	SdPs-L	SdPs
10913	23.14	SdPs-S	SdPs
39834	98.53	SdPs-L	SdPs
48284	100	SdPs-L	SdPs
35341	100	SdPs-L	SdPs
41137	100	SdPs-L	SdPs
39559	100	SdPs-L	SdPs
47314	100	SdPs-L	SdPs
39865	96.2	SdPs-L	SdPs
36421	100	SdPs-L	SdPs
22132	47.3	SdPs-S	SdPs
40476	100	SdPs-L	SdPs
30618	95.49	SdPs-L	SdPs
45273	100	SdPs-L	SdPs
43542	96.69	SdPs-L	SdPs
36371	100	SdPs-L	SdPs
44164	100	SdPs-L	SdPs
54316	100	SdPs-L	SdPs
44831	63.36	SdPs-L	SdPs
45761	99.32	SdPs-L	SdPs
27742	62.61	SdPs-S	SdPs
42909	100	SdPs-L	SdPs
14208	9.58	SdPs-S	SdPs
51430	100	SdPs-L	SdPs
14946	31.73	SdPs-S	SdPs
57927	100	SdPs-L	SdPs
41747	100	SdPs-L	SdPs
39429	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
55779	100	SdPs-L	SdPs
41340	100	SdPs-L	SdPs
11763	23.53	SdPs-S	SdPs
42537	100	SdPs-L	SdPs
41696	100	SdPs-L	SdPs
41163	100	SdPs-L	SdPs
50311	97.39	SdPs-L	SdPs
36970	100	SdPs-L	SdPs
8327	95.47	SdPs-S	SdPs
33158	97.57	SdPs-L	SdPs
47314	100	SdPs-L	SdPs
39865	96.2	SdPs-L	SdPs
36421	100	SdPs-L	SdPs
22131	47.3	SdPs-S	SdPs
40476	100	SdPs-L	SdPs
19113	60.34	SdPs-S	SdPs
16696	43.27	SdPs-S	SdPs
39711	98.66	SdPs-L	SdPs
54921	100	SdPs-L	SdPs
27742	62.61	SdPs-S	SdPs
40492	96.57	SdPs-L	SdPs
38585	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
49593	100	SdPs-L	SdPs
64224	96.6	SdPs-L	SdPs
52355	76.35	SdPs-L	SdPs
46117	100	SdPs-L	SdPs
34393	89.35	SdPs-L	SdPs
34383	89.32	SdPs-L	SdPs
11304	20.65	SdPs-S	SdPs
48913	100	SdPs-L	SdPs
37123	100	SdPs-L	SdPs
31068	100	SdPs-L	SdPs
41024	100	SdPs-L	SdPs
16058	34.11	SdPs-S	SdPs
19204	47.96	SdPs-S	SdPs
20652	55.69	SdPs-S	SdPs
47093	90.15	SdPs-L	SdPs
10565	89.76	SdPs-S	SdPs
46486	95.27	SdPs-L	SdPs
31068	100	SdPs-L	SdPs
41024	100	SdPs-L	SdPs
16058	34.11	SdPs-S	SdPs
19204	47.96	SdPs-S	SdPs
20652	55.69	SdPs-S	SdPs
18651	41.18	SdPs-S	SdPs
36929	100	SdPs-L	SdPs
47314	100	SdPs-L	SdPs
