contig_length	completeness	type	type2
38125	97.09	SiPs-L	SiPs
14280	9.6	SiPs-S	SiPs
49168	100	SiPs-L	SiPs
36536	100	SiPs-L	SiPs
36471	100	SiPs-L	SiPs
10336	92.15	SiPs-S	SiPs
37083	100	SiPs-L	SiPs
49957	100	SiPs-L	SiPs
58633	60.97	SiPs-L	SiPs
19770	10.17	SiPs-S	SiPs
14095	9.48	SiPs-S	SiPs
28966	97.42	SiPs-S	SiPs
15996	37.97	SiPs-S	SiPs
18234	26.29	SiPs-S	SiPs
21244	57.75	SiPs-S	SiPs
27711	91.89	SiPs-S	SiPs
30799	97.28	SiPs-L	SiPs
39154	100	SiPs-L	SiPs
13626	35.39	SiPs-S	SiPs
51155	98.64	SiPs-L	SiPs
32355	35.31	SiPs-L	SiPs
31641	96.05	SiPs-L	SiPs
35277	100	SiPs-L	SiPs
31169	97.68	SiPs-L	SiPs
9490	80.63	SiPs-S	SiPs
9748	13.37	SiPs-S	SiPs
32473	100	SiPs-L	SiPs
36823	100	SiPs-L	SiPs
21072	57.28	SiPs-S	SiPs
12699	34.1	SiPs-S	SiPs
14095	9.48	SiPs-S	SiPs
28966	97.42	SiPs-S	SiPs
15996	37.97	SiPs-S	SiPs
15720	32.93	SiPs-S	SiPs
39506	99.29	SiPs-L	SiPs
32081	99.29	SiPs-L	SiPs
21244	57.75	SiPs-S	SiPs
21555	46.18	SiPs-S	SiPs
36612	100	SiPs-L	SiPs
17539	46.4	SiPs-S	SiPs
12109	28.73	SiPs-S	SiPs
15943	25.22	SiPs-S	SiPs
22363	46.48	SiPs-S	SiPs
9738	13.36	SiPs-S	SiPs
34001	100	SiPs-L	SiPs
12099	22.3	SiPs-S	SiPs
8061	23.88	SiPs-S	SiPs
33103	100	SiPs-L	SiPs
48490	100	SiPs-L	SiPs
28996	97.52	SiPs-S	SiPs
11016	93.59	SiPs-S	SiPs
10872	100	SiPs-S	SiPs
18212	37	SiPs-S	SiPs
9748	13.37	SiPs-S	SiPs
40878	100	SiPs-L	SiPs
37524	100	SiPs-L	SiPs
35887	96.72	SiPs-L	SiPs
9738	13.36	SiPs-S	SiPs
18205	26.08	SiPs-S	SiPs
32247	100	SiPs-L	SiPs
14826	20.63	SiPs-S	SiPs
26877	63.15	SiPs-S	SiPs
20065	39.35	SiPs-S	SiPs
11253	33.01	SiPs-S	SiPs
37389	97.98	SiPs-L	SiPs
39154	100	SiPs-L	SiPs
35910	100	SiPs-L	SiPs
35047	100	SiPs-L	SiPs
18417	32.32	SiPs-S	SiPs
36867	98.1	SiPs-L	SiPs
10231	25.86	SiPs-S	SiPs
20488	42.02	SiPs-S	SiPs
32202	100	SiPs-L	SiPs
32192	100	SiPs-L	SiPs
45326	100	SiPs-L	SiPs
12388	94.03	SiPs-S	SiPs
37431	94.6	SiPs-L	SiPs
35210	99.65	SiPs-L	SiPs
35986	100	SiPs-L	SiPs
14786	21.1	SiPs-S	SiPs
15365	34.98	SiPs-S	SiPs
35986	100	SiPs-L	SiPs
49958	100	SiPs-L	SiPs
20552	37.27	SiPs-S	SiPs
37123	96.78	SiPs-L	SiPs
9738	13.36	SiPs-S	SiPs
9738	13.36	SiPs-S	SiPs
9738	13.36	SiPs-S	SiPs
38469	100	SiPs-L	SiPs
35419	94.11	SiPs-L	SiPs
45728	98.39	SiPs-L	SiPs
36442	100	SiPs-L	SiPs
62548	95.19	SiPs-L	SiPs
31026	100	SiPs-L	SiPs
10338	23.62	SiPs-S	SiPs
9127	25.97	SiPs-S	SiPs
21741	100	SiPs-S	SiPs
12099	22.3	SiPs-S	SiPs
47802	100	SiPs-L	SiPs
16890	100	SiPs-S	SiPs
12099	22.3	SiPs-S	SiPs
31026	100	SiPs-L	SiPs
10339	22.02	SiPs-S	SiPs
34836	41.24	SiPs-L	SiPs
16301	36.5	SiPs-S	SiPs
9718	13.33	SiPs-S	SiPs
18562	50.05	SiPs-S	SiPs
48344	96.01	SiPs-L	SiPs
30799	97.28	SiPs-L	SiPs
39154	100	SiPs-L	SiPs
37058	99.89	SiPs-L	SiPs
13726	7.18	SiPs-S	SiPs
10620	25	SiPs-S	SiPs
24975	69.11	SiPs-S	SiPs
10623	25.1	SiPs-S	SiPs
24447	52.58	SiPs-S	SiPs
36243	100	SiPs-L	SiPs
41832	89.19	SiPs-L	SiPs
9738	13.36	SiPs-S	SiPs
16109	32.73	SiPs-S	SiPs
36329	96.9	SiPs-L	SiPs
49693	100	SiPs-L	SiPs
22561	61.33	SiPs-S	SiPs
31644	98.91	SiPs-L	SiPs
35972	99.48	SiPs-L	SiPs
35986	100	SiPs-L	SiPs
49957	100	SiPs-L	SiPs
15421	100	SiPs-S	SiPs
57895	100	SiPs-L	SiPs
34001	100	SiPs-L	SiPs
12099	22.3	SiPs-S	SiPs
33517	95.29	SiPs-L	SiPs
39724	100	SiPs-L	SiPs
31996	100	SiPs-L	SiPs
48503	100	SiPs-L	SiPs
36354	100	SiPs-L	SiPs
21247	57.76	SiPs-S	SiPs
17186	25.81	SiPs-S	SiPs
12099	22.3	SiPs-S	SiPs
34289	98.39	SiPs-L	SiPs
23681	32.07	SiPs-S	SiPs
21240	57.74	SiPs-S	SiPs
16109	32.73	SiPs-S	SiPs
36329	96.9	SiPs-L	SiPs
12099	22.3	SiPs-S	SiPs
9718	13.33	SiPs-S	SiPs
18562	50.05	SiPs-S	SiPs
43828	100	SiPs-L	SiPs
16111	32.54	SiPs-S	SiPs
39122	96.4	SiPs-L	SiPs
11772	36.67	SiPs-S	SiPs
10600	23.62	SiPs-S	SiPs
30895	100	SiPs-L	SiPs
21244	57.75	SiPs-S	SiPs
39724	100	SiPs-L	SiPs
10231	25.86	SiPs-S	SiPs
12099	22.3	SiPs-S	SiPs
32020	100	SiPs-L	SiPs
35031	100	SiPs-L	SiPs
21247	57.76	SiPs-S	SiPs
37058	99.89	SiPs-L	SiPs
35986	100	SiPs-L	SiPs
37058	99.89	SiPs-L	SiPs
12099	22.3	SiPs-S	SiPs
23600	100	SiPs-S	SiPs
51862	73.56	SiPs-L	SiPs
16301	36.5	SiPs-S	SiPs
38757	100	SiPs-L	SiPs
9718	13.33	SiPs-S	SiPs
18562	50.05	SiPs-S	SiPs
11051	27.73	SiPs-S	SiPs
20488	42.02	SiPs-S	SiPs
9742	23.52	SiPs-S	SiPs
52309	100	SiPs-L	SiPs
33618	100	SiPs-L	SiPs
38677	100	SiPs-L	SiPs
37058	99.89	SiPs-L	SiPs
31512	98.49	SiPs-L	SiPs
41314	100	SiPs-L	SiPs
36238	100	SiPs-L	SiPs
35030	75.24	SiPs-L	SiPs
41028	100	SiPs-L	SiPs
17518	45.44	SiPs-S	SiPs
40617	86.53	SiPs-L	SiPs
14984	35.8	SiPs-S	SiPs
38469	100	SiPs-L	SiPs
35419	94.11	SiPs-L	SiPs
37058	99.89	SiPs-L	SiPs
38328	100	SiPs-L	SiPs
8091	72.05	SiPs-S	SiPs
35128	100	SiPs-L	SiPs
9738	13.36	SiPs-S	SiPs
25148	57.7	SiPs-S	SiPs
36980	100	SiPs-L	SiPs
43294	100	SiPs-L	SiPs
15344	10.35	SiPs-S	SiPs
43828	100	SiPs-L	SiPs
16111	32.54	SiPs-S	SiPs
22561	61.33	SiPs-S	SiPs
9552	81.16	SiPs-S	SiPs
12100	22.31	SiPs-S	SiPs
32103	100	SiPs-L	SiPs
42473	96.1	SiPs-L	SiPs
7114	95.95	SiPs-S	SiPs
16300	36.5	SiPs-S	SiPs
21247	57.76	SiPs-S	SiPs
45454	98.86	SiPs-L	SiPs
16301	36.5	SiPs-S	SiPs
16300	36.5	SiPs-S	SiPs
25145	57.7	SiPs-S	SiPs
11920	32.71	SiPs-S	SiPs
12159	49.03	SiPs-S	SiPs
27418	77.23	SiPs-S	SiPs
39122	96.4	SiPs-L	SiPs
11772	36.67	SiPs-S	SiPs
48891	100	SiPs-L	SiPs
35238	100	SiPs-L	SiPs
12099	22.3	SiPs-S	SiPs
35986	100	SiPs-L	SiPs
49957	100	SiPs-L	SiPs
9718	13.33	SiPs-S	SiPs
18562	50.05	SiPs-S	SiPs
10356	23.66	SiPs-S	SiPs
50281	100	SiPs-L	SiPs
33998	100	SiPs-L	SiPs
38677	100	SiPs-L	SiPs
37058	99.89	SiPs-L	SiPs
41849	85.69	SiPs-L	SiPs
32200	99.14	SiPs-L	SiPs
35452	100	SiPs-L	SiPs
13330	100	SiPs-S	SiPs
15976	100	SiPs-S	SiPs
12099	22.3	SiPs-S	SiPs
47777	91.1	SiPs-L	SiPs
21240	57.74	SiPs-S	SiPs
9372	79.63	SiPs-S	SiPs
14595	45.71	SiPs-S	SiPs
37058	99.89	SiPs-L	SiPs
38327	100	SiPs-L	SiPs
31793	99.4	SiPs-L	SiPs
48672	100	SiPs-L	SiPs
10616	24.99	SiPs-S	SiPs
38209	100	SiPs-L	SiPs
34424	80.2	SiPs-L	SiPs
35032	75.24	SiPs-L	SiPs
38530	100	SiPs-L	SiPs
37058	99.89	SiPs-L	SiPs
10155	21.96	SiPs-S	SiPs
41992	99.78	SiPs-L	SiPs
39724	100	SiPs-L	SiPs
37260	100	SiPs-L	SiPs
56240	100	SiPs-L	SiPs
14240	40.13	SiPs-S	SiPs
16301	36.5	SiPs-S	SiPs
53519	100	SiPs-L	SiPs
38220	100	SiPs-L	SiPs
35257	93.68	SiPs-L	SiPs
43397	100	SiPs-L	SiPs
18450	47.93	SiPs-S	SiPs
13790	100	SiPs-S	SiPs
48966	100	SiPs-L	SiPs
35223	96.03	SiPs-L	SiPs
16431	47.22	SiPs-S	SiPs
35520	95.75	SiPs-L	SiPs
24618	50.59	SiPs-S	SiPs
35003	100	SiPs-L	SiPs
48560	98.96	SiPs-L	SiPs
11342	26.7	SiPs-S	SiPs
37193	100	SiPs-L	SiPs
18618	37.7	SiPs-S	SiPs
11580	31.09	SiPs-S	SiPs
53815	100	SiPs-L	SiPs
17659	49.22	SiPs-S	SiPs
16878	46.65	SiPs-S	SiPs
52685	100	SiPs-L	SiPs
38213	100	SiPs-L	SiPs
46371	100	SiPs-L	SiPs
35256	93.68	SiPs-L	SiPs
10878	100	SiPs-S	SiPs
35402	94.07	SiPs-L	SiPs
31329	98.08	SiPs-L	SiPs
13494	35.7	SiPs-S	SiPs
16388	30.74	SiPs-S	SiPs
7527	100	SiPs-S	SiPs
11108	100	SiPs-S	SiPs
37156	97.08	SiPs-L	SiPs
35105	91.94	SiPs-L	SiPs
39738	100	SiPs-L	SiPs
24481	56.6	SiPs-S	SiPs
25381	42.96	SiPs-S	SiPs
32816	100	SiPs-L	SiPs
13726	7.18	SiPs-S	SiPs
24717	68.42	SiPs-S	SiPs
24447	52.58	SiPs-S	SiPs
34934	96.78	SiPs-L	SiPs
40114	100	SiPs-L	SiPs
36974	99.67	SiPs-L	SiPs
9742	23.52	SiPs-S	SiPs
35452	100	SiPs-L	SiPs
41679	100	SiPs-L	SiPs
38677	100	SiPs-L	SiPs
37058	99.89	SiPs-L	SiPs
9738	13.36	SiPs-S	SiPs
68487	100	SiPs-L	SiPs
38677	100	SiPs-L	SiPs
37058	99.89	SiPs-L	SiPs
12099	22.3	SiPs-S	SiPs
9482	80.56	SiPs-S	SiPs
39843	100	SiPs-L	SiPs
40701	100	SiPs-L	SiPs
11996	93.66	SiPs-S	SiPs
38524	100	SiPs-L	SiPs
31938	100	SiPs-L	SiPs
32838	100	SiPs-L	SiPs
32066	92.63	SiPs-L	SiPs
35335	99.2	SiPs-L	SiPs
35687	98.86	SiPs-L	SiPs
34016	100	SiPs-L	SiPs
38225	100	SiPs-L	SiPs
40702	100	SiPs-L	SiPs
21574	86.41	SiPs-S	SiPs
12290	49.63	SiPs-S	SiPs
37946	100	SiPs-L	SiPs
22979	36.34	SiPs-S	SiPs
14814	36.63	SiPs-S	SiPs
13726	7.18	SiPs-S	SiPs
24717	68.42	SiPs-S	SiPs
24447	52.58	SiPs-S	SiPs
11895	26.96	SiPs-S	SiPs
34149	100	SiPs-L	SiPs
19323	46.06	SiPs-S	SiPs
38139	100	SiPs-L	SiPs
35257	93.68	SiPs-L	SiPs
24763	53.2	SiPs-S	SiPs
19886	44.28	SiPs-S	SiPs
12147	18.81	SiPs-S	SiPs
38921	95.99	SiPs-L	SiPs
19323	46.06	SiPs-S	SiPs
19886	44.28	SiPs-S	SiPs
12147	18.81	SiPs-S	SiPs
12704	100	SiPs-S	SiPs
39785	100	SiPs-L	SiPs
39029	100	SiPs-L	SiPs
17251	22.22	SiPs-S	SiPs
48272	100	SiPs-L	SiPs
7107	62.04	SiPs-S	SiPs
39693	100	SiPs-L	SiPs
13816	37.6	SiPs-S	SiPs
7076	65.78	SiPs-S	SiPs
46132	70.8	SiPs-L	SiPs
33685	100	SiPs-L	SiPs
37058	99.89	SiPs-L	SiPs
34812	41.78	SiPs-L	SiPs
35257	93.68	SiPs-L	SiPs
40790	100	SiPs-L	SiPs
35583	94.55	SiPs-L	SiPs
41436	98.7	SiPs-L	SiPs
37058	99.89	SiPs-L	SiPs
34548	98.33	SiPs-L	SiPs
38402	100	SiPs-L	SiPs
32237	100	SiPs-L	SiPs
37044	99.51	SiPs-L	SiPs
10231	25.86	SiPs-S	SiPs
35257	93.68	SiPs-L	SiPs
32344	72.62	SiPs-L	SiPs
28118	47.01	SiPs-S	SiPs
7247	48.07	SiPs-S	SiPs
18450	47.93	SiPs-S	SiPs
11297	24.85	SiPs-S	SiPs
46050	100	SiPs-L	SiPs
39675	100	SiPs-L	SiPs
40487	92.14	SiPs-L	SiPs
23871	65.57	SiPs-S	SiPs
46934	100	SiPs-L	SiPs
35257	93.68	SiPs-L	SiPs
35085	89.58	SiPs-L	SiPs
38807	100	SiPs-L	SiPs
15145	34.48	SiPs-S	SiPs
45506	99.18	SiPs-L	SiPs
15788	39.03	SiPs-S	SiPs
35045	100	SiPs-L	SiPs
28920	90.42	SiPs-S	SiPs
33315	100	SiPs-L	SiPs
29268	97.09	SiPs-S	SiPs
13306	38.6	SiPs-S	SiPs
46774	62.32	SiPs-L	SiPs
32234	100	SiPs-L	SiPs
53051	100	SiPs-L	SiPs
16670	41.27	SiPs-S	SiPs
43746	100	SiPs-L	SiPs
14234	79.63	SiPs-S	SiPs
31070	97.15	SiPs-L	SiPs
16432	46.99	SiPs-S	SiPs
26728	50.04	SiPs-S	SiPs
10400	67.35	SiPs-S	SiPs
27713	91.92	SiPs-S	SiPs
48775	94	SiPs-L	SiPs
36442	100	SiPs-L	SiPs
62548	95.19	SiPs-L	SiPs
27810	68.56	SiPs-S	SiPs
37840	100	SiPs-L	SiPs
17137	44.52	SiPs-S	SiPs
45325	97.52	SiPs-L	SiPs
36641	100	SiPs-L	SiPs
48785	100	SiPs-L	SiPs
8694	80.54	SiPs-S	SiPs
41613	100	SiPs-L	SiPs
16603	22.15	SiPs-S	SiPs
10347	23.5	SiPs-S	SiPs
24520	38.67	SiPs-S	SiPs
13051	32.15	SiPs-S	SiPs
10341	23.62	SiPs-S	SiPs
38466	100	SiPs-L	SiPs
9946	12.49	SiPs-S	SiPs
40210	91.96	SiPs-L	SiPs
24463	58.11	SiPs-S	SiPs
48775	94	SiPs-L	SiPs
13610	14.81	SiPs-S	SiPs
38876	100	SiPs-L	SiPs
11880	32.48	SiPs-S	SiPs
27810	68.61	SiPs-S	SiPs
36641	100	SiPs-L	SiPs
22554	61.31	SiPs-S	SiPs
10516	24.76	SiPs-S	SiPs
9738	13.36	SiPs-S	SiPs
29275	97.72	SiPs-S	SiPs
30142	94.37	SiPs-L	SiPs
40504	100	SiPs-L	SiPs
11439	31.78	SiPs-S	SiPs
31519	100	SiPs-L	SiPs
20637	58.16	SiPs-S	SiPs
23173	51.33	SiPs-S	SiPs
13854	30.83	SiPs-S	SiPs
32984	100	SiPs-L	SiPs
9738	13.36	SiPs-S	SiPs
18599	49.98	SiPs-S	SiPs
39399	100	SiPs-L	SiPs
45830	100	SiPs-L	SiPs
52349	65.95	SiPs-L	SiPs
10231	25.86	SiPs-S	SiPs
14182	31.98	SiPs-S	SiPs
53104	100	SiPs-L	SiPs
48590	100	SiPs-L	SiPs
34852	40.49	SiPs-L	SiPs
33519	100	SiPs-L	SiPs
32675	91.04	SiPs-L	SiPs
32486	87.56	SiPs-L	SiPs
38402	100	SiPs-L	SiPs
22560	61.33	SiPs-S	SiPs
40333	100	SiPs-L	SiPs
9704	100	SiPs-S	SiPs
24481	56.6	SiPs-S	SiPs
24282	39.26	SiPs-S	SiPs
9738	13.36	SiPs-S	SiPs
29682	100	SiPs-S	SiPs
31159	100	SiPs-L	SiPs
43183	97.22	SiPs-L	SiPs
12699	34.1	SiPs-S	SiPs
11253	33.01	SiPs-S	SiPs
43204	100	SiPs-L	SiPs
35734	100	SiPs-L	SiPs
12147	18.81	SiPs-S	SiPs
19892	44.29	SiPs-S	SiPs
37565	57.32	SiPs-L	SiPs
9742	23.52	SiPs-S	SiPs
19885	44.27	SiPs-S	SiPs
12147	18.81	SiPs-S	SiPs
35327	100	SiPs-L	SiPs
41114	100	SiPs-L	SiPs
130845	100	SiPs-L	SiPs
31083	97.18	SiPs-L	SiPs
28061	51.39	SiPs-S	SiPs
37221	92.67	SiPs-L	SiPs
37845	100	SiPs-L	SiPs
39128	100	SiPs-L	SiPs
42622	100	SiPs-L	SiPs
47848	94.58	SiPs-L	SiPs
10788	34.47	SiPs-S	SiPs
9747	13.37	SiPs-S	SiPs
30280	100	SiPs-L	SiPs
50554	100	SiPs-L	SiPs
40992	100	SiPs-L	SiPs
46945	95.38	SiPs-L	SiPs
35722	100	SiPs-L	SiPs
48885	95.27	SiPs-L	SiPs
48211	100	SiPs-L	SiPs
10721	91.09	SiPs-S	SiPs
10231	25.86	SiPs-S	SiPs
20488	42.02	SiPs-S	SiPs
40027	100	SiPs-L	SiPs
29833	94.23	SiPs-S	SiPs
11295	24.85	SiPs-S	SiPs
39392	100	SiPs-L	SiPs
39058	99.66	SiPs-L	SiPs
38807	100	SiPs-L	SiPs
15144	34.48	SiPs-S	SiPs
29083	79.1	SiPs-S	SiPs
13856	30.83	SiPs-S	SiPs
12099	22.3	SiPs-S	SiPs
18619	46.05	SiPs-S	SiPs
13105	32.47	SiPs-S	SiPs
30415	100	SiPs-L	SiPs
15787	10.09	SiPs-S	SiPs
55122	100	SiPs-L	SiPs
34548	98.33	SiPs-L	SiPs
10627	17.32	SiPs-S	SiPs
38629	100	SiPs-L	SiPs
9738	13.36	SiPs-S	SiPs
43149	100	SiPs-L	SiPs
39732	100	SiPs-L	SiPs
36974	97.14	SiPs-L	SiPs
53103	100	SiPs-L	SiPs
19143	39.56	SiPs-S	SiPs
32379	97.25	SiPs-L	SiPs
32716	98.26	SiPs-L	SiPs
32748	98.35	SiPs-L	SiPs
31198	100	SiPs-L	SiPs
35714	94.93	SiPs-L	SiPs
36950	100	SiPs-L	SiPs
35676	100	SiPs-L	SiPs
37741	100	SiPs-L	SiPs
15214	14.7	SiPs-S	SiPs
35103	39.08	SiPs-L	SiPs
46007	100	SiPs-L	SiPs
18619	46.05	SiPs-S	SiPs
13105	32.47	SiPs-S	SiPs
55462	100	SiPs-L	SiPs
5328	13.64	SiPs-S	SiPs
42635	100	SiPs-L	SiPs
10819	91.92	SiPs-S	SiPs
34315	100	SiPs-L	SiPs
41213	87.95	SiPs-L	SiPs
37465	100	SiPs-L	SiPs
19683	56.3	SiPs-S	SiPs
14088	9.47	SiPs-S	SiPs
16672	43.78	SiPs-S	SiPs
33207	56.39	SiPs-L	SiPs
44843	96.39	SiPs-L	SiPs
18562	50.05	SiPs-S	SiPs
44071	100	SiPs-L	SiPs
32989	95.98	SiPs-L	SiPs
38327	100	SiPs-L	SiPs
12099	22.3	SiPs-S	SiPs
46104	98.33	SiPs-L	SiPs
53103	100	SiPs-L	SiPs
30909	96.6	SiPs-L	SiPs
31988	92.42	SiPs-L	SiPs
38087	99.03	SiPs-L	SiPs
36873	98.26	SiPs-L	SiPs
45728	98.39	SiPs-L	SiPs
39395	100	SiPs-L	SiPs
24496	47.37	SiPs-S	SiPs
37079	96.31	SiPs-L	SiPs
26195	73.81	SiPs-S	SiPs
35303	97.79	SiPs-L	SiPs
10231	25.86	SiPs-S	SiPs
20488	42.02	SiPs-S	SiPs
32302	100	SiPs-L	SiPs
36342	100	SiPs-L	SiPs
36234	100	SiPs-L	SiPs
40030	100	SiPs-L	SiPs
15145	34.48	SiPs-S	SiPs
11175	31.05	SiPs-S	SiPs
31824	90.78	SiPs-L	SiPs
15579	34.58	SiPs-S	SiPs
14404	13.03	SiPs-S	SiPs
15935	48.95	SiPs-S	SiPs
25381	42.96	SiPs-S	SiPs
15270	39.82	SiPs-S	SiPs
11880	32.48	SiPs-S	SiPs
20666	43.85	SiPs-S	SiPs
10883	25.36	SiPs-S	SiPs
32511	100	SiPs-L	SiPs
51896	100	SiPs-L	SiPs
35689	100	SiPs-L	SiPs
35830	99.06	SiPs-L	SiPs
13057	32.1	SiPs-S	SiPs
48750	93.95	SiPs-L	SiPs
34203	96.77	SiPs-L	SiPs
33469	94.66	SiPs-L	SiPs
36611	100	SiPs-L	SiPs
38035	79.12	SiPs-L	SiPs
15589	34.94	SiPs-S	SiPs
15507	35.84	SiPs-S	SiPs
34253	41.41	SiPs-L	SiPs
34868	99.4	SiPs-L	SiPs
40467	100	SiPs-L	SiPs
11811	17.02	SiPs-S	SiPs
37541	100	SiPs-L	SiPs
38327	100	SiPs-L	SiPs
24496	47.36	SiPs-S	SiPs
39394	100	SiPs-L	SiPs
32355	35.31	SiPs-L	SiPs
40027	100	SiPs-L	SiPs
19686	56.31	SiPs-S	SiPs
24763	53.2	SiPs-S	SiPs
20101	56.03	SiPs-S	SiPs
38917	100	SiPs-L	SiPs
30144	100	SiPs-L	SiPs
9052	23.52	SiPs-S	SiPs
29833	94.23	SiPs-S	SiPs
11295	24.85	SiPs-S	SiPs
39392	100	SiPs-L	SiPs
39058	99.66	SiPs-L	SiPs
7372	21.13	SiPs-S	SiPs
25275	47.02	SiPs-S	SiPs
19686	56.31	SiPs-S	SiPs
8855	75.23	SiPs-S	SiPs
32405	100	SiPs-L	SiPs
34548	98.33	SiPs-L	SiPs
10155	21.96	SiPs-S	SiPs
9612	23.33	SiPs-S	SiPs
53815	100	SiPs-L	SiPs
35882	95.74	SiPs-L	SiPs
17395	100	SiPs-S	SiPs
10231	25.86	SiPs-S	SiPs
20488	42.02	SiPs-S	SiPs
42459	100	SiPs-L	SiPs
10231	25.86	SiPs-S	SiPs
20488	42.02	SiPs-S	SiPs
37455	100	SiPs-L	SiPs
48080	100	SiPs-L	SiPs
48923	95.03	SiPs-L	SiPs
16153	29.93	SiPs-S	SiPs
47359	97.98	SiPs-L	SiPs
25594	49.38	SiPs-S	SiPs
31290	60.22	SiPs-L	SiPs
35783	100	SiPs-L	SiPs
18029	27.79	SiPs-S	SiPs
10231	25.86	SiPs-S	SiPs
20488	42.02	SiPs-S	SiPs
9738	13.36	SiPs-S	SiPs
52056	100	SiPs-L	SiPs
11171	15.78	SiPs-S	SiPs
36557	100	SiPs-L	SiPs
24515	39.8	SiPs-S	SiPs
36461	100	SiPs-L	SiPs
32398	60.19	SiPs-L	SiPs
7067	14.61	SiPs-S	SiPs
8653	17.69	SiPs-S	SiPs
9738	13.36	SiPs-S	SiPs
5856	0.79	SiPs-S	SiPs
9551	81.15	SiPs-S	SiPs
10626	17.33	SiPs-S	SiPs
37456	100	SiPs-L	SiPs
48873	100	SiPs-L	SiPs
50233	100	SiPs-L	SiPs
9529	80.96	SiPs-S	SiPs
10231	25.86	SiPs-S	SiPs
20488	42.02	SiPs-S	SiPs
16662	40.03	SiPs-S	SiPs
14067	9.46	SiPs-S	SiPs
35209	94.9	SiPs-L	SiPs
22185	60.37	SiPs-S	SiPs
40334	100	SiPs-L	SiPs
36362	40.29	SiPs-L	SiPs
37284	100	SiPs-L	SiPs
46483	89.48	SiPs-L	SiPs
14153	36.13	SiPs-S	SiPs
30340	56.37	SiPs-L	SiPs
32397	60.18	SiPs-L	SiPs
35983	100	SiPs-L	SiPs
37107	96.38	SiPs-L	SiPs
46979	100	SiPs-L	SiPs
36882	96.99	SiPs-L	SiPs
39733	100	SiPs-L	SiPs
36866	96.72	SiPs-L	SiPs
34454	100	SiPs-L	SiPs
17290	27.56	SiPs-S	SiPs
54143	99.63	SiPs-L	SiPs
10231	25.86	SiPs-S	SiPs
20488	42.02	SiPs-S	SiPs
10231	25.86	SiPs-S	SiPs
20488	42.02	SiPs-S	SiPs
45152	100	SiPs-L	SiPs
48420	100	SiPs-L	SiPs
12964	50.99	SiPs-S	SiPs
10231	25.86	SiPs-S	SiPs
20488	42.02	SiPs-S	SiPs
15456	26.37	SiPs-S	SiPs
35760	100	SiPs-L	SiPs
35047	100	SiPs-L	SiPs
41984	100	SiPs-L	SiPs
47911	100	SiPs-L	SiPs
49184	100	SiPs-L	SiPs
36818	100	SiPs-L	SiPs
45881	98.86	SiPs-L	SiPs
37840	100	SiPs-L	SiPs
19383	60.72	SiPs-S	SiPs
9701	82.42	SiPs-S	SiPs
41170	87.78	SiPs-L	SiPs
13299	40.47	SiPs-S	SiPs
12023	100	SiPs-S	SiPs
34469	100	SiPs-L	SiPs
36997	100	SiPs-L	SiPs
10807	91.82	SiPs-S	SiPs
40213	100	SiPs-L	SiPs
16669	43.31	SiPs-S	SiPs
43958	100	SiPs-L	SiPs
37452	100	SiPs-L	SiPs
48830	100	SiPs-L	SiPs
50086	100	SiPs-L	SiPs
8853	75.22	SiPs-S	SiPs
19488	45.26	SiPs-S	SiPs
11171	15.78	SiPs-S	SiPs
32623	100	SiPs-L	SiPs
9748	13.37	SiPs-S	SiPs
10231	25.86	SiPs-S	SiPs
20488	42.02	SiPs-S	SiPs
48960	100	SiPs-L	SiPs
36389	100	SiPs-L	SiPs
33763	100	SiPs-L	SiPs
51549	99.09	SiPs-L	SiPs
35806	100	SiPs-L	SiPs
18801	40.41	SiPs-S	SiPs
29815	68.68	SiPs-S	SiPs
35949	99.24	SiPs-L	SiPs
46189	89.17	SiPs-L	SiPs
10155	21.96	SiPs-S	SiPs
14080	11.79	SiPs-S	SiPs
34173	100	SiPs-L	SiPs
48960	100	SiPs-L	SiPs
50232	100	SiPs-L	SiPs
14887	42.18	SiPs-S	SiPs
36643	100	SiPs-L	SiPs
31047	100	SiPs-L	SiPs
39613	100	SiPs-L	SiPs
8419	96.53	SiPs-S	SiPs
37459	100	SiPs-L	SiPs
48874	100	SiPs-L	SiPs
50234	100	SiPs-L	SiPs
33729	100	SiPs-L	SiPs
31701	58.49	SiPs-L	SiPs
10231	25.86	SiPs-S	SiPs
20488	42.02	SiPs-S	SiPs
9366	79.58	SiPs-S	SiPs
8850	75.19	SiPs-S	SiPs
35774	100	SiPs-L	SiPs
35574	67.06	SiPs-L	SiPs
37058	99.89	SiPs-L	SiPs
48096	100	SiPs-L	SiPs
35005	100	SiPs-L	SiPs
10231	25.86	SiPs-S	SiPs
20488	42.02	SiPs-S	SiPs
10231	25.86	SiPs-S	SiPs
20488	42.02	SiPs-S	SiPs
14478	29.85	SiPs-S	SiPs
23143	31.36	SiPs-S	SiPs
33365	100	SiPs-L	SiPs
59692	90.86	SiPs-L	SiPs
10231	25.86	SiPs-S	SiPs
20488	42.02	SiPs-S	SiPs
10231	25.86	SiPs-S	SiPs
20488	42.02	SiPs-S	SiPs
32004	100	SiPs-L	SiPs
10354	13.82	SiPs-S	SiPs
36471	100	SiPs-L	SiPs
35221	64.97	SiPs-L	SiPs
19133	49.56	SiPs-S	SiPs
58412	100	SiPs-L	SiPs
15788	39.03	SiPs-S	SiPs
10231	25.86	SiPs-S	SiPs
20488	42.02	SiPs-S	SiPs
47826	100	SiPs-L	SiPs
